,User Name,Organization,Organization Type,Organization Country,Is Active,CPU Compute Allocation,CPU Node Hours Charged,GPU Compute Allocation,GPU Node Hours Charged,PI Name,Project Description,Department,Organization City
1978,kwintenv,Meteorological Office of the United Kingdom,OTHGOVLB,United Kingdom of Great Britain and Northern Ireland,True,100.0,0.0,0.7504111111111111,0.0,Hsi-Yen Ma,LLNL ASR and PCMDI Science Focus Area,,Exeter
1979,scjensen,University of Illinois at Urbana-Champaign,UNIV,United States of America,True,72556.0,41880.43111111111,175.0,0.0,Lucas Wagner,QMC-HAMM: From the nanoscale to the mesoscale,Physics,Urbana
1980,sambt,Cornell University,UNIV,United States of America,True,2564.8630000000003,0.0,10100.0,0.0,Benjamin Nachman,"Machine Learning for Classification, Regression, Generation, and Anomaly Detection in Jet Physics",Physics,Ithaca
1981,ygao,Ocean University of China,UNIV,China,True,1800.0,0.0,0.0,0.0,Lai-Yung Ruby Leung,Water Cycle and Climate Extremes Modeling (WACCEM),Environmental Science and Engineering,Qingdao
1982,lgalbany,Consejo Superior de Investigaciones Cientificas (CSIC),OTHGOVLB,Spain,True,2342.728888888889,0.0072222222222222,3100.3355555555554,0.0,Stephen Bailey,Dark Energy Spectroscopic Instrument,Physics and Astronomy,Madrid
1983,melrom,Lawrence Berkeley National Laboratory - NERSC,NERSCOPS,United States of America,True,1000.0,0.0,1000.0,0.0,Elizabeth Bautista,NERSC Operations Staff Accounts,OTG,Berkeley
1984,obara,Kitware Inc,SMBUS,United States of America,True,600.0,0.0,75.0,0.0,Cho-Kuen Ng,Advanced Modeling for Particle Accelerators,,Clifton Park
1985,ai8,Oak Ridge National Laboratory,DOELAB,United States of America,True,17192.0,1860.5775,13260.30388888889,0.0,Vyacheslav Bryantsev,Principles of Chemical Recognition and Transport in Separations    ,Chemical Sciences Division,Oak Ridge
1986,mwiesner,Benedictine University,UNIV,United States of America,True,300.0,0.0,100.0,0.0,Seth Digel,LSST Dark Energy Science Collaboration (DESC) Image Simulations,Computing Division,lisle
1987,alevoj,University of Pennsylvania,UNIV,United States of America,True,2352.0,0.0,0.0,0.0,Aleksandra Vojvodic,"COMPUTATIONAL SEARCH FOR HIGHLY EFFICIENT 2D & 3D
NANO-MATERIALS FOR ENERGY APPLICATIONS",Chemical and Biomolecular Engineering,Philadelphia
1988,lcondon,The University of Arizona,UNIV,United States of America,True,496.0,0.0,0.0,0.0,Darren Engwirda,Integrated Coastal Modeling (ICoM),Department of Hydrology and Atmospheric Sciences,Tucson
1989,eneuscam,University of California Berkeley,UNIV,United States of America,True,500.0,0.0,0.0,0.0,Eric Neuscamman,Advanced Quantum Monte Carlo and Quantum Chemistry Methods for Molecular Excitations,Chemistry,Berkeley
1990,alanger,NVIDIA Corporation,INDUSTRY,United States of America,True,250.0,0.0,5000.0,0.0,Sudip Dosanjh,NERSC Center Vendor Accounts,,Santa Clara
1991,bhensley,Princeton University,UNIV,United States of America,True,0.0,0.0,0.0,0.0,Julian Borrill,Cosmic Microwave Background Data Analysis Towards CMB-S4,,Princeton
1992,tpi,Lawrence Berkeley National Laboratory - NERSC,NERSCOPS,United States of America,True,100.0,0.0,100.0,0.0,Test Pi,Test project for AY 2023,UEG,Berkeley
1993,stibi,University of Alabama,UNIV,United States of America,True,2450.0,0.0,1150.0,0.0,Tibor Szilvasi,First-Principles Materials Design for Sustainable Energy Production and Storage,Department of Chemical and Biological Engineering,Tuscaloosa
1994,uoswood1,Penn State University - University Park,UNIV,United States of America,True,2800.0008500000004,0.0,699.9877916666668,0.0,Maria Elena Monzani,LZ - LUX ZEPLIN,Physics,University Park
1995,acharn,University of California Berkeley,UNIV,United States of America,True,0.0,0.0,75.0,0.0,Daniel Feldman,SAIL Leadership and Outreach Activities,Climate and Ecosystem Sciences,Berkeley
1996,ckelly,Brookhaven National Lab,DOELAB,United States of America,True,87000200.0,0.0,320174.58805555553,11356.485833333334,Rajan Gupta,Lattice QCD search for physics beyond the standard model,Physics,Upton
1997,jelvinpo,Ohio State University,UNIV,United States of America,True,5825.0,52.430277777777775,2550.0,0.0,Joe Zuntz,Dark Energy Survey,,Columbus
1998,leskovec,Institut Jozef Stefan,PRIVLAB,Slovenia,True,70000.0,0.0,78000.0,0.0,John Negele,Exploration of Hadron Structure using Lattice QCD,Physics,Ljubljana
1999,jianhang,University of North Carolina at Chapel Hill,UNIV,United States of America,True,500.0,0.0,528.0408333333334,0.0,Yosuke Kanai,"First-Principles Modeling of Semiconductor-Molecule Interfaces for Liquid Solar Fuels 
",Physics,Chapel Hill
2000,mcheruka,Argonne National Laboratory,DOELAB,United States of America,True,40000.0,0.0,7507.526111111111,0.0,Subramanian Sankaranarayanan,Electric field oxidation of nanoscale oxides,,Argonne
2001,jelinsky,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,2000.0,0.0,2000.0,0.0,Stephen Bailey,Dark Energy Spectroscopic Instrument,Physics,Berkeley
2002,sujan,HudsonAlpha Institute for Biotechnology,NONPROF,United States of America,True,2800.0,0.0,10000.0,0.0,Kjiersten Fagnan,Joint Genome Institute - Production Sequencing and Genomics,Genome Sequencing Center,Huntsville
2003,jtchoufa,University of California Berkeley,UNIV,United States of America,True,12092.0,0.0,15347.0,0.0,Kranthi Mandadapu,Statistical and Mesoscopic Mechanics of Lipid Membranes and Glasses,,Berkeley
2004,swarren,Hewlett Packard Enterprise,INDUSTRY,United States of America,True,90250.0,17070.870277777776,65000.0,6023.851388888889,Tina Declerck,NERSC HPE/Cray Staff Accounts,,Palo Alto
2005,kparfrey,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,187.5,0.0,34134.47388888889,0.0,Alexander Tchekhovskoy,Effects of magnetic field and dynamical ejecta on compact object merger outflows and nucleosynthesis,,Berkeley
2006,yaozhou,Princeton Plasma Physics Laboratory (PPPL),DOELAB,United States of America,True,3500.0,0.0,10000.0,0.0,Stephen Jardin,3D Extended MHD simulation of fusion plasmas,Theory,Princeton
2007,terai,Lawrence Livermore National Laboratory,DOELAB,United States of America,True,10000.0,690.4827777777778,188859.52194444445,192.2133333333333,Lai-Yung Ruby Leung,Energy Exascale Earth System Modeling (E3SM),AEED,Livermore
2008,jasonxjy,Argonne National Laboratory,DOELAB,United States of America,True,22114.0,4747.801111111111,0.0,0.0,Jiayi Xu,Modeling of C-C and C-H bond functionalization over single atom catalysts supported by redox non-innocent LTO and LMO support,Department of Chemical Engineering,Argonne
2009,fricci,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,3000.0,643.21,22000.0,0.2355555555555555,,,IMCN/MODL,Berkeley
2010,acottle,University of Oxford,UNIV,United Kingdom of Great Britain and Northern Ireland,True,2800.0008500000004,41.79583333333333,699.9877916666668,0.0,Maria Elena Monzani,LZ - LUX ZEPLIN,Physics,Oxford
2011,jingkexu,Lawrence Livermore National Laboratory,DOELAB,United States of America,True,2800.0008500000004,0.0,699.9877916666668,0.0,Maria Elena Monzani,LZ - LUX ZEPLIN,Nuclear and Chemical Science Division,Livermore
2012,bbondlam,Pacific Northwest National Laboratory (PNNL),DOELAB,United States of America,True,200.0,0.0,100.0,0.0,Lai-Yung Ruby Leung,Energy Exascale Earth System Modeling (E3SM),JGCRI,Richland
2013,kcalvin,Pacific Northwest National Laboratory (PNNL),DOELAB,United States of America,True,200.0,0.0,100.0,0.0,Lai-Yung Ruby Leung,Energy Exascale Earth System Modeling (E3SM),Joint Global Change Research Institute,Richland
2014,yomori,University of Chicago,UNIV,United States of America,True,3825.0,29.55305555555556,550.0,11.651111111111112,Joe Zuntz,Dark Energy Survey,Physics,Chicago
2015,syuk,United States Military Academy (USMA) - West Point,UNIV,United States of America,True,69767.5,12683.830555555556,2536.5,0.0,Simuck Yuk,Functionalized Nanoparticles on Graphene for Photocatalysis and Chem/Bio Sensing,Basic & Applied Molecular Foundations,West Point
2016,rbarnes,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,109000.0,0.0,1150000.0,0.0,,,Energy & Resources Group,Berkeley
2017,xiaocan,Dartmouth College,UNIV,United States of America,True,14200.0,1242.2158333333334,19621.341111111116,398.64722222222224,Xiaocan Li,Particle Acceleration and Transport in Solar Flares,T-2,Hanover
2018,kyungjin,Oak Ridge National Laboratory,DOELAB,United States of America,True,2000.0,8.270833333333334,2500.0,0.0,Jin Myung Park,AToM-2 SciDAC - Advanced Tokamak Modeling Environment,Fusion Energy Division,Oak Ridge
2019,becker33,Lawrence Livermore National Laboratory,DOELAB,United States of America,True,200.0,0.0,500.0,0.0,Sudip Dosanjh,NERSC Center Guest Accounts,,Livermore
2020,mremazei,Instituto de Fisica de Cantabria,UNIV,Spain,True,50.0,0.0,0.0,0.0,Julian Borrill,Cosmic Microwave Background Data Analysis Towards CMB-S4,Jodrell Bank Centre for Astrophysics,Santander
2021,yhao,Michigan State University,UNIV,United States of America,True,1480.0,0.0,72.08022222222223,0.0,Ji Qiang,Advanced beam dynamics simulation of electron ion colliders for nuclear physics research,FRIB/NSCL,East Lansing
2022,csun,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,14000.0,0.0,18756.865,0.0,Robert Ryne,Frontiers in Accelerator Design: Advanced Modeling for Next-Generation BES Accelerators,,Berkeley
2023,wenqiang,University of South Carolina,UNIV,United States of America,True,6544.6,0.0,9482.0,0.0,Andreas Heyden,Rational catalyst design for energy production,chemical engineering,Columbia
2024,msyriac,Perimeter Institute for Theoretical Physics,NONPROF,Canada,True,310.0,0.0,100.0,0.0,Seth Digel,LSST Dark Energy Science Collaboration (DESC) Image Simulations,Astrophysics,Waterloo
2025,sbulanov,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,4420.0,0.0,14000.0,0.0,Axel Huebl,Simulation of laser-plasma interactions.,,Berkeley
2026,pgris,Laboratoire de Physique de Clermont,OTHGOVLB,France,True,300.0,0.0,100.0,0.0,Seth Digel,LSST Dark Energy Science Collaboration (DESC) Image Simulations,Cosmology,Aubière
2027,neilsen,Fermi National Accelerator Laboratory,DOELAB,United States of America,True,2300.0,0.0,2100.0,0.0,Seth Digel,LSST Dark Energy Science Collaboration (DESC) Image Simulations,Scientific Computing,Batavia
2028,fouchez,Centre National de la Recherche Scientifique,OTHGOVLB,France,True,300.0,12.008888888888889,100.0,0.0,Seth Digel,LSST Dark Energy Science Collaboration (DESC) Image Simulations,IN2P3,Paris
2029,cwalter,Duke University,UNIV,United States of America,True,300.0,0.0,100.0,0.0,Seth Digel,LSST Dark Energy Science Collaboration (DESC) Image Simulations,Physics Department,Durham
2030,jiyao,Shanghai Jiao Tong University,UNIV,China,True,2300.0,0.0,2100.0,0.0,Seth Digel,LSST Dark Energy Science Collaboration (DESC) Image Simulations,Department of Astronomy,Shanghai
2031,rliu,Brown University,UNIV,United States of America,True,300.0,0.0,100.0,0.0,Seth Digel,LSST Dark Energy Science Collaboration (DESC) Image Simulations,Physics,Providence
2032,jchiang8,SLAC National Accelerator Laboratory,DOELAB,United States of America,True,300.0,10.973888888888888,100.0,0.0,Seth Digel,LSST Dark Energy Science Collaboration (DESC) Image Simulations,KIPAC,Menlo Park
2033,crockosi,University of California Santa Cruz,UNIV,United States of America,True,2000.0,0.0,2000.0,0.0,Stephen Bailey,Dark Energy Spectroscopic Instrument,Astronomy and Astrophysics ,Santa Cruz
2034,cjh1,Lawrence Berkeley National Laboratory - NERSC,NERSCOPS,United States of America,True,33470.3445,5.296388888888889,20459.30861111111,0.0,Andrew Minor,4D Camera Distillery,Scientific Computing,Berkeley
2035,dbaum,Cray Inc.,INDUSTRY,United States of America,True,90000.0,0.0,60000.0,0.0,Tina Declerck,NERSC HPE/Cray Staff Accounts,,Seattle
2036,npadilla,Instituto De Astronomia Teorica y Experimental (IATE),OTHGOVLB,Argentina,True,300.0,0.0,100.0,0.0,Seth Digel,LSST Dark Energy Science Collaboration (DESC) Image Simulations,Instituto de Astrofisica,Cordoba
2037,golaz,Lawrence Livermore National Laboratory,DOELAB,United States of America,True,200.0,22.31388888888889,100.0,0.0,Lai-Yung Ruby Leung,Energy Exascale Earth System Modeling (E3SM),Cloud Processes Research and Modeling group,Livermore
2038,julianem,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,500.0,0.0,3500.0,0.0,,,CRD,Berkeley
2039,jdagdele,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,5097.524777777778,0.0,6000.0,0.0,Gerbrand Ceder,Data-driven synthesis science,Energy Technologies Area,Berkeley
2040,changho,University of California Merced,UNIV,United States of America,True,475.0,0.0,3500.0,0.0,John Bell,Simulation and Analysis of Reacting Flows,Applied Mathematics,Merced
2041,callende,Instituto de Astrofisica de Canarias,OTHGOVLB,Spain,True,13722.0,15377.447222222225,2000.0,0.0,Stephen Bailey,Dark Energy Spectroscopic Instrument,Research,San Cristobal de La Laguna
2042,balland,Laboratoire de Physique Nucleaire et de Hautes Energies,OTHGOVLB,France,True,2000.0,0.0,2000.0,0.0,Stephen Bailey,Dark Energy Spectroscopic Instrument,,Paris
2043,kharms,Argonne National Laboratory,DOELAB,United States of America,True,1750.0,0.0,2985.6272222222224,0.0,John Shalf,Advanced Technology Group: (CoDEx) CoDesign for Exascale,ALCF,Argonne
2044,bcusick,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,20.0,0.0,5.0,0.0,Sudip Dosanjh,NERSC Center Guest Accounts,Procurement/OCFO,Berkeley
2045,kremin,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,5000.0,0.9811111111111112,2000.0,0.0,Stephen Bailey,Dark Energy Spectroscopic Instrument,Physics,Berkeley
2046,akrolew,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,5451.0,714.7638888888889,2700.037527777777,0.0,Stephen Bailey,Dark Energy Spectroscopic Instrument,Physics,Berkeley
2047,basiliro,Iowa State University,UNIV,United States of America,True,20.0,0.0,10.0,0.0,James Vary,Structure and Reactions of Hadrons and Nuclei; Non-perturbative Solutions of Strongly Interacting Particles and Nuclei,Department of Physics and Astronomy,Ames
2048,duweigy,Iowa State University,UNIV,United States of America,True,20.0,0.0,10.0,0.0,James Vary,Structure and Reactions of Hadrons and Nuclei; Non-perturbative Solutions of Strongly Interacting Particles and Nuclei,,Ames
2049,bhorowit,University of California Berkeley,UNIV,United States of America,True,600.0,0.0,700.0375277777778,53.00555555555555,Zarija Lukic,Large-Scale Structure of the Universe,Physics,Berkeley
2050,annaho,Cornell University,UNIV,United States of America,True,5400.0,0.0,2425.0,0.0,Peter Nugent,Astronomy 250,Astrophysics,Ithaca
2051,zelongz,Louisiana State University,UNIV,United States of America,True,0.0,0.0,0.0,0.0,,,Geology & Geophysics,Baton Rouge
2052,lifei,University of California Los Angeles (UCLA),UNIV,United States of America,True,12500.0,0.0,22500.194722222222,0.0,Frank Tsung,Continuing studies of plasma based accelerators,Physics and Astronomy Department,Los Angeles
2053,bhandari,University of Wisconsin - Madison,UNIV,United States of America,True,26772.2,0.0,112532.0,0.0,Manos Mavrikakis,First-Principles Catalyst Design for Environmentally Benign Energy Production,Chemical and Biological Engineering Department,Madison
2054,wc5879,University of Texas at Austin,UNIV,United States of America,True,13931.0,0.0,4307.0,0.0,Graeme Henkelman,A Combined Experimental and Computational Approach to Understanding and Optimizing Nanoparticle/Supp,Chemistry,Austin
2055,juancruz,Fermi National Accelerator Laboratory,DOELAB,United States of America,True,2000.0,0.0,2000.0,0.0,Stephen Bailey,Dark Energy Spectroscopic Instrument,,Batavia
2056,sjames,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,700.0,0.0,90000.0,0.0,Alex Hexemer,Advanced Light Source,Science IT,Berkeley
2057,fernsler,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,700.0,0.0,90000.0,0.0,Alex Hexemer,Advanced Light Source,ICSSS,Berkeley
2058,durack1,Lawrence Livermore National Laboratory,DOELAB,United States of America,True,100.0,0.0,0.7504111111111111,0.0,Hsi-Yen Ma,LLNL ASR and PCMDI Science Focus Area,Lawrence Livermore National Laboratory,Livermore
